,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,0.04774560034275055,0.022718966007232666,0.01420499011874199,0.010439153760671616,0.00941348448395729,0.008808926679193974,0.008266353979706764,0.007671660277992487,0.0074226935394108295,0.007119637914001942,0.006934457458555698,0.0067087095230817795,0.006545328069478273,0.0066048018634319305,0.0063699702732264996,0.006376161240041256,0.006269385106861591,0.006201987620443106,0.006083579733967781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.052893515676259995,0.026734143495559692,0.015455088578164577,0.012254222296178341,0.009857406839728355,0.008838813751935959,0.008216192945837975,0.00777881033718586,0.007475187070667744,0.007122887764126062,0.006828005891293287,0.0067656515166163445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.05256392061710358,0.03500136733055115,0.03488398715853691,0.03509318456053734,0.03496088087558746,0.0348823219537735,0.03484731912612915,0.03497123718261719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.04531431198120117,0.025677721947431564,0.015530776232481003,0.010503864847123623,0.008903459645807743,0.007980874739587307,0.007159861735999584,0.006855389568954706,0.006710805930197239,0.006351522635668516,0.006349984556436539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.03853816166520119,0.017077764496207237,0.012332736514508724,0.00992655847221613,0.007986459881067276,0.007677225396037102,0.007163170259445906,0.006900415755808353,0.006548155099153519,0.0064513967372477055,0.006191778928041458,0.006019775755703449,0.005939093884080648,0.005941659212112427,0.0056531792506575584,0.005567137151956558,0.0055956970900297165,0.00551685132086277,0.005276921670883894,0.005265522748231888,0.0052736904472112656,0.005104257259517908,0.005109577439725399,0.004997188225388527,0.0051297713071107864,0.004881861619651318,0.004945713095366955,0.004950791131705046,0.00484690023586154,0.004764168057590723,0.0047563896514475346,0.004751467611640692,0.004654761869460344,0.004687735345214605,0.004649121314287186,0.004603387787938118,0.00462116627022624,0.004530668258666992,0.004491714294999838,0.004527357406914234,0.004467074293643236,0.004323769826442003,0.0044504511170089245,0.004363751970231533,0.004277780186384916,0.004266160074621439,0.004260138142853975,0.00420098751783371,0.0042357961647212505,0.004166663624346256,0.004176924470812082,0.004164916928857565,0.004065454471856356,0.00402101082727313,0.003995902836322784,0.004117301665246487,0.004112425725907087,0.004010925069451332,0.003970246762037277,0.003938309382647276,0.00395876495167613,0.003885469865053892,0.003873661393299699,0.003933560103178024,0.003912977408617735,0.003859474789351225,,,,,,,,
5,0.051062583923339844,0.034871332347393036,0.03317711129784584,0.021214166656136513,0.013499234803020954,0.009815257973968983,0.008410917595028877,0.008041146211326122,0.007494940422475338,0.007234638091176748,0.006725378334522247,0.006624506786465645,0.006358233746141195,0.006275084801018238,0.006058954168111086,0.005981641821563244,0.005938590969890356,0.005835408810526133,0.005761346779763699,0.005799973849207163,0.005710188299417496,0.005469926632940769,0.00547657860442996,0.00541195971891284,0.005418814718723297,0.005277477670460939,0.0051041399128735065,0.005046935752034187,0.005053440108895302,0.004968767054378986,0.004970521200448275,0.004982348531484604,0.0049054319970309734,0.0048718578182160854,0.004787998739629984,0.004781235940754414,0.004723775200545788,0.004810933955013752,0.0046499124728143215,0.004721831995993853,0.004636813886463642,0.004573778249323368,0.0045569948852062225,0.004561227280646563,0.004565867129713297,0.004588810261338949,0.004594507161527872,0.0043928674422204494,0.004486148711293936,0.00456036115065217,,,,,,,,,,,,,,,,,,,,,,,,
6,0.05000188574194908,0.021051473915576935,0.013538200408220291,0.009640034288167953,0.008817481808364391,0.007914374582469463,0.007279121782630682,0.0071136849001049995,0.006798676215112209,0.0065716034732759,0.006257306784391403,0.0061581977643072605,0.005986179690808058,0.005949050188064575,0.005741030443459749,0.005569225177168846,0.005526854656636715,0.005398398265242577,0.005377001129090786,0.005272274371236563,0.005293042398989201,0.005241656210273504,0.005206604488193989,0.005214290227741003,0.005066845566034317,0.004955996759235859,0.004995156079530716,0.005021732300519943,0.004855024162679911,0.004938551224768162,0.004854957573115826,0.004836927633732557,0.0047108749859035015,0.004669239744544029,0.004610498435795307,0.00464111752808094,0.004530592821538448,0.004603381734341383,0.00456061027944088,0.004462637938559055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.04398219659924507,0.02453434094786644,0.013300330378115177,0.010397754609584808,0.00837608240544796,0.00783185288310051,0.007245211396366358,0.00709358137100935,0.0067037735134363174,0.006613738369196653,0.006378247402608395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.049224626272916794,0.03341236710548401,0.025028472766280174,0.01488666981458664,0.009802114218473434,0.008499066345393658,0.007869763299822807,0.007415090221911669,0.007023939862847328,0.006929420866072178,0.006744773592799902,0.006624357774853706,0.006512235384434462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.045075591653585434,0.030554374679923058,0.01442522183060646,0.00944245420396328,0.008682839572429657,0.007762837689369917,0.007127001881599426,0.0067415861412882805,0.006613662466406822,0.006480432115495205,0.0062539950013160706,0.006116553675383329,0.005949852522462606,0.00587903056293726,0.005772745236754417,0.005773730576038361,0.005558859556913376,0.005598006304353476,0.005542221013456583,0.005371754057705402,0.005326308310031891,0.0053164102137088776,0.005194253753870726,0.0051711853593587875,0.005074969492852688,0.005043217446655035,0.00506657175719738,0.005083580035716295,0.004982785787433386,0.004964816849678755,0.004942173138260841,0.004888466093689203,0.004808935336768627,0.0048195794224739075,0.004855070263147354,0.004766226280480623,0.004684189800173044,0.004662100691348314,0.004630322568118572,0.00461772084236145,0.004629768431186676,0.004576924256980419,0.004596578422933817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
