Time,Values
2022-08-03 14:00:00,97.6
2022-08-03 14:30:00,100.4
2022-08-03 15:00:00,93.2
2022-08-03 15:30:00,99.0
2022-08-03 16:00:00,89.4
2022-08-03 16:30:00,82.2
2022-08-03 17:00:00,81.6
2022-08-03 17:30:00,86.0
2022-08-03 18:00:00,82.2
2022-08-03 18:30:00,88.0
2022-08-03 19:00:00,91.8
2022-08-03 19:30:00,99.2
2022-08-03 20:00:00,94.8
2022-08-03 20:30:00,96.4
2022-08-03 21:00:00,96.0
2022-08-03 21:30:00,88.2
2022-08-03 22:00:00,90.6
2022-08-03 22:30:00,79.0
2022-08-03 23:00:00,77.6
2022-08-03 23:30:00,68.0
2022-08-04 00:00:00,56.2
2022-08-04 00:30:00,49.0
2022-08-04 01:00:00,39.0
2022-08-04 01:30:00,31.8
2022-08-04 02:00:00,27.2
2022-08-04 02:30:00,29.8
2022-08-04 03:00:00,23.2
2022-08-04 03:30:00,23.0
2022-08-04 04:00:00,22.4
2022-08-04 04:30:00,28.8
2022-08-04 05:00:00,27.2
2022-08-04 05:30:00,32.2
2022-08-04 06:00:00,33.4
2022-08-04 06:30:00,45.2
2022-08-04 07:00:00,54.2
2022-08-04 07:30:00,71.8
2022-08-04 08:00:00,88.0
2022-08-04 08:30:00,99.8
2022-08-04 09:00:00,104.0
2022-08-04 09:30:00,109.4
2022-08-04 10:00:00,117.0
2022-08-04 10:30:00,110.4
2022-08-04 11:00:00,110.6
2022-08-04 11:30:00,107.8
2022-08-04 12:00:00,101.6
2022-08-04 12:30:00,106.0
2022-08-04 13:00:00,121.0
2022-08-04 13:30:00,104.0
2022-08-04 14:00:00,99.0
2022-08-04 14:30:00,101.0
2022-08-04 15:00:00,105.6
2022-08-04 15:30:00,92.4
2022-08-04 16:00:00,91.0
2022-08-04 16:30:00,83.8
2022-08-04 17:00:00,80.0
2022-08-04 17:30:00,80.8
2022-08-04 18:00:00,77.6
2022-08-04 18:30:00,89.4
2022-08-04 19:00:00,98.4
2022-08-04 19:30:00,100.0
2022-08-04 20:00:00,99.6
2022-08-04 20:30:00,99.4
2022-08-04 21:00:00,102.6
2022-08-04 21:30:00,96.0
2022-08-04 22:00:00,86.4
2022-08-04 22:30:00,84.0
2022-08-04 23:00:00,78.0
2022-08-04 23:30:00,70.4
2022-08-05 00:00:00,53.6
2022-08-05 00:30:00,44.4
2022-08-05 01:00:00,37.4
2022-08-05 01:30:00,27.6
2022-08-05 02:00:00,28.0
2022-08-05 02:30:00,28.4
2022-08-05 03:00:00,27.6
2022-08-05 03:30:00,28.2
2022-08-05 04:00:00,18.8
2022-08-05 04:30:00,25.8
2022-08-05 05:00:00,24.2
2022-08-05 05:30:00,26.4
2022-08-05 06:00:00,33.2
2022-08-05 06:30:00,44.8
2022-08-05 07:00:00,61.0
2022-08-05 07:30:00,68.8
2022-08-05 08:00:00,86.0
2022-08-05 08:30:00,102.0
2022-08-05 09:00:00,107.0
2022-08-05 09:30:00,112.0
2022-08-05 10:00:00,121.6
2022-08-05 10:30:00,112.8
2022-08-05 11:00:00,115.0
2022-08-05 11:30:00,105.8
2022-08-05 12:00:00,105.6
2022-08-05 12:30:00,108.0
2022-08-05 13:00:00,104.8
2022-08-05 13:30:00,97.8
2022-08-05 14:00:00,98.4
2022-08-05 14:30:00,93.2
2022-08-05 15:00:00,89.6
2022-08-05 15:30:00,89.0
2022-08-05 16:00:00,93.8
2022-08-05 16:30:00,85.8
2022-08-05 17:00:00,77.6
2022-08-05 17:30:00,88.0
2022-08-05 18:00:00,92.2
2022-08-05 18:30:00,90.0
2022-08-05 19:00:00,93.0
2022-08-05 19:30:00,100.4
2022-08-05 20:00:00,103.0
2022-08-05 20:30:00,99.0
2022-08-05 21:00:00,104.4
2022-08-05 21:30:00,97.4
2022-08-05 22:00:00,93.6
2022-08-05 22:30:00,97.2
2022-08-05 23:00:00,93.2
2022-08-05 23:30:00,85.2
2022-08-06 00:00:00,66.6
2022-08-06 00:30:00,55.0
2022-08-06 01:00:00,45.2
2022-08-06 01:30:00,40.0
