Time,Values
2022-07-19 23:00:00,4218.171861666667
2022-07-19 23:30:00,2951.78443559322
2022-07-20 00:00:00,2544.184098305085
2022-07-20 00:30:00,2047.0551610169491
2022-07-20 01:00:00,1571.9767016949154
2022-07-20 01:30:00,1404.7395824561404
2022-07-20 02:00:00,1380.8576178571427
2022-07-20 02:30:00,1433.6500762711864
2022-07-20 03:00:00,1867.1137983050846
2022-07-20 03:30:00,1812.1693423728814
2022-07-20 04:00:00,2092.7699034482757
2022-07-20 04:30:00,2426.416852542373
2022-07-20 05:00:00,2711.3946338983046
2022-07-20 05:30:00,3948.147457627119
2022-07-20 06:00:00,5055.793744067797
2022-07-20 06:30:00,6047.608905084746
2022-07-20 07:00:00,6920.151010169492
2022-07-20 07:30:00,7394.088362711865
2022-07-20 08:00:00,8316.589665517242
2022-07-20 08:30:00,7937.954320338983
2022-07-20 09:00:00,8066.937756666667
2022-07-20 09:30:00,7789.3467796610175
2022-07-20 10:00:00,8322.587167857144
2022-07-20 10:30:00,7842.784096610169
2022-07-20 11:00:00,7282.997505084746
2022-07-20 11:30:00,7069.940889830508
2022-07-20 12:00:00,7311.965879661017
2022-07-20 12:30:00,7775.863005084745
2022-07-20 13:00:00,7491.413137288136
2022-07-20 13:30:00,7319.90086779661
2022-07-20 14:00:00,7202.716667796611
2022-07-20 14:30:00,6953.224237288136
2022-07-20 15:00:00,6607.788430508474
2022-07-20 15:30:00,5928.089515254237
2022-07-20 16:00:00,5829.04513559322
2022-07-20 16:30:00,6121.153005084746
2022-07-20 17:00:00,6054.676525423729
2022-07-20 17:30:00,6463.620574576271
2022-07-20 18:00:00,6020.359725423728
2022-07-20 18:30:00,6029.40066101695
2022-07-20 19:00:00,6574.651376271187
2022-07-20 19:30:00,6523.493984745764
2022-07-20 20:00:00,6986.917108474577
2022-07-20 20:30:00,7233.763305084745
2022-07-20 21:00:00,6070.3264576271185
2022-07-20 21:30:00,6061.446862711864
2022-07-20 22:00:00,5195.48230338983
2022-07-20 22:30:00,4743.6349258620685
2022-07-20 23:00:00,4560.38111
2022-07-20 23:30:00,3941.337561016949
2022-07-21 00:00:00,3045.8169423728814
2022-07-21 00:30:00,2295.6321672413796
2022-07-21 01:00:00,1969.9293338983052
2022-07-21 01:30:00,1734.9288210526317
2022-07-21 02:00:00,1504.1296810344827
2022-07-21 02:30:00,1502.2275298245613
2022-07-21 03:00:00,2007.075445762712
2022-07-21 03:30:00,2010.3564661016949
