Time,Values
2022-07-19 23:00:00,5538.21926
2022-07-19 23:30:00,4517.629427118644
2022-07-20 00:00:00,4355.826805084746
2022-07-20 00:30:00,4839.290618644068
2022-07-20 01:00:00,3590.845818644068
2022-07-20 01:30:00,3287.9962034482755
2022-07-20 02:00:00,3193.3813368421056
2022-07-20 02:30:00,3232.529038983051
2022-07-20 03:00:00,4173.20033559322
2022-07-20 03:30:00,4262.00442881356
2022-07-20 04:00:00,4383.763072413793
2022-07-20 04:30:00,3929.662415254237
2022-07-20 05:00:00,4321.635150847458
2022-07-20 05:30:00,4501.128154237288
2022-07-20 06:00:00,6643.212872881356
2022-07-20 06:30:00,9072.767815254238
2022-07-20 07:00:00,9633.012169491525
2022-07-20 07:30:00,10646.948152542373
2022-07-20 08:00:00,11604.05796551724
2022-07-20 08:30:00,12002.08240677966
2022-07-20 09:00:00,13896.346008333332
2022-07-20 09:30:00,13442.662762711865
2022-07-20 10:00:00,12381.419946428572
2022-07-20 10:30:00,12165.13493220339
2022-07-20 11:00:00,11849.697449152542
2022-07-20 11:30:00,11298.485889830508
2022-07-20 12:00:00,10834.712279661017
2022-07-20 12:30:00,11607.57261016949
2022-07-20 13:00:00,11217.64290677966
2022-07-20 13:30:00,11109.680627118643
2022-07-20 14:00:00,10916.947779661017
2022-07-20 14:30:00,8998.509328813558
2022-07-20 15:00:00,9432.249288135594
2022-07-20 15:30:00,9536.136322033897
2022-07-20 16:00:00,8558.185283050847
2022-07-20 16:30:00,7823.704450847457
2022-07-20 17:00:00,9056.426898305086
2022-07-20 17:30:00,8564.685754237287
2022-07-20 18:00:00,8347.668901694915
2022-07-20 18:30:00,8375.089908474576
2022-07-20 19:00:00,9062.67050338983
2022-07-20 19:30:00,8362.998918644067
2022-07-20 20:00:00,9306.960557627119
2022-07-20 20:30:00,9255.543252542373
2022-07-20 21:00:00,8155.5149559322035
2022-07-20 21:30:00,7455.009501694915
2022-07-20 22:00:00,6736.400576271187
2022-07-20 22:30:00,6257.45
2022-07-20 23:00:00,6548.265388333334
2022-07-20 23:30:00,5238.558793220339
2022-07-21 00:00:00,5075.3154762711865
2022-07-21 00:30:00,4050.6872448275863
2022-07-21 01:00:00,3717.6160898305084
2022-07-21 01:30:00,3391.8219
2022-07-21 02:00:00,3340.499470689655
2022-07-21 02:30:00,3126.5647666666664
2022-07-21 03:00:00,4312.809222033899
2022-07-21 03:30:00,4276.22703220339
2022-07-21 04:00:00,5155.449918644068
2022-07-21 04:30:00,3743.603469491525
2022-07-21 05:00:00,4724.952125423729
2022-07-21 05:30:00,5834.528462711864
2022-07-21 06:00:00,6770.764688135593
2022-07-21 06:30:00,8732.73323559322
2022-07-21 07:00:00,10060.494093220339
2022-07-21 07:30:00,11082.533559322033
2022-07-21 08:00:00,10905.824762711864
2022-07-21 08:30:00,12430.713101694915
2022-07-21 09:00:00,11602.147733333333
2022-07-21 09:30:00,11722.34943220339
2022-07-21 10:00:00,11738.18745762712
2022-07-21 10:30:00,11724.828847457627
2022-07-21 11:00:00,10514.890652542374
2022-07-21 11:30:00,11040.927
2022-07-21 12:00:00,10669.689211864406
2022-07-21 12:30:00,9823.227313559322
2022-07-21 13:00:00,10713.695644067795
2022-07-21 13:30:00,10706.317652542373
2022-07-21 14:00:00,9735.48113559322
2022-07-21 14:30:00,9800.921984745763
2022-07-21 15:00:00,9866.133491525425
2022-07-21 15:30:00,9150.288384482757
2022-07-21 16:00:00,8728.26537118644
2022-07-21 16:30:00,9360.625284745762
2022-07-21 17:00:00,8643.770022033897
2022-07-21 17:30:00,9275.911710169492
2022-07-21 18:00:00,9987.671542372882
